player,team,position,season,ppr_avg,rank_in_pos
J.Jefferson,DET,RB,2024,2.1,111
J.Wright,MIA,RB,2024,2.0538461538461537,112
S.Vaki,DET,RB,2024,2.025,113
D.Cook,DAL,RB,2024,2.0,114
C.Steele,KC,RB,2024,1.991666666666667,115
E.Gray,NYG,RB,2024,1.9300000000000002,116
J.Chestnut,TEN,RB,2024,1.9000000000000001,117
C.Schrader,LA,RB,2024,1.9,118
T.Jennings,NE,RB,2024,1.65,119
J.McClellan,ATL,RB,2024,1.6,120
T.Homer,CHI,RB,2024,1.5999999999999999,121
J.Wilson,MIA,RB,2024,1.5142857142857142,122
M.Boone,CAR,RB,2024,1.1800000000000002,123
J.Ward,PIT,RB,2024,1.1,124
T.McAllister,LV,RB,2024,1.1,124
M.Gaskin,MIN,RB,2024,0.9999999999999999,125
G.Holani,SEA,RB,2024,0.95,126
C.Collier,LV,RB,2024,0.9,127
R.Ali,BAL,RB,2024,0.775,128
T.Davis-Price,PHI,RB,2024,0.7000000000000001,129
A.Shampklin,PIT,RB,2024,0.5666666666666667,130
K.Vaughn,SF,RB,2024,0.4,131
D.Evans,CHI,RB,2024,0.3,132
B.Brooks,HOU,RB,2024,0.2,133
J.Kelley,TEN,RB,2024,0.2,133
V.Jones,CAR,RB,2024,0.0,134
D.Laube,LV,RB,2024,-2.0,135
G.Kittle,SF,TE,2024,15.773333333333333,1
B.Bowers,LV,TE,2024,15.452941176470588,2
T.McBride,ARI,TE,2024,15.2375,3
D.Njoku,CLE,TE,2024,13.5,4
J.Smith,MIA,TE,2024,13.076470588235296,5
T.Hill,NO,TE,2024,12.7925,6
T.Kelce,KC,TE,2024,12.205263157894738,7
S.LaPorta,DET,TE,2024,11.276470588235293,8
T.Higbee,LA,TE,2024,11.16,9
Z.Ertz,WAS,TE,2024,10.845,10
M.Andrews,BAL,TE,2024,10.705263157894738,11
D.Goedert,PHI,TE,2024,10.671428571428573,12
E.Engram,JAX,TE,2024,9.944444444444445,13
C.Otton,TB,TE,2024,9.72,14
P.Freiermuth,PIT,TE,2024,9.600000000000001,15
T.Kraft,GB,TE,2024,9.55,16
T.Hockenson,MIN,TE,2024,9.445454545454545,17
H.Henry,NE,TE,2024,9.0875,18
M.Gesicki,CIN,TE,2024,8.84375,19
I.Likely,BAL,TE,2024,8.782352941176471,20
C.Kmet,CHI,TE,2024,8.6,21
J.Johnson,NO,TE,2024,8.186666666666666,22
K.Pitts,ATL,TE,2024,7.717647058823529,23
T.Conklin,NYJ,TE,2024,7.61875,24
J.Ferguson,DAL,TE,2024,7.457142857142857,25
N.Fant,SEA,TE,2024,7.428571428571429,26
D.Kincaid,BUF,TE,2024,7.11875,27
W.Dissly,LAC,TE,2024,7.10625,28
C.Okonkwo,TEN,TE,2024,7.1000000000000005,29
D.Schultz,HOU,TE,2024,6.989473684210527,30
P.Durham,TB,TE,2024,6.9,31
D.Culp,TB,TE,2024,6.8999999999999995,32
F.Moreau,NO,TE,2024,6.886666666666667,33
T.Johnson,NYG,TE,2024,6.81,34
N.Gray,KC,TE,2024,6.6,35
B.Strange,JAX,TE,2024,6.507142857142857,36
A.Hooper,NE,TE,2024,6.3882352941176475,37
L.Schoonmaker,DAL,TE,2024,5.71,38
J.Akins,CLE,TE,2024,5.6875,39
T.Tremble,CAR,TE,2024,5.64,40
J.Oliver,MIN,TE,2024,5.608333333333333,41
A.Barner,SEA,TE,2024,5.607142857142857,42
S.Smartt,LAC,TE,2024,4.971428571428571,43
J.Sanders,CAR,TE,2024,4.88,44
C.Parkinson,LA,TE,2024,4.564705882352941,45
E.All,CIN,TE,2024,4.4750000000000005,46
G.Calcaterra,PHI,TE,2024,4.371428571428572,47
J.Whyle,TEN,TE,2024,4.342857142857143,48
T.Hudson,CIN,TE,2024,4.277777777777778,49
C.Kolar,BAL,TE,2024,4.042857142857143,50
N.Vannett,TEN,TE,2024,4.041666666666667,51
D.Knox,BUF,TE,2024,3.9764705882352938,52
E.Jenkins,PHI,TE,2024,3.85,53
D.Bellinger,NYG,TE,2024,3.7857142857142856,54
N.Adkins,DEN,TE,2024,3.625,55
J.Mundt,MIN,TE,2024,3.5714285714285716,56
H.Bryant,LV,TE,2024,3.5200000000000005,57
E.Higgins,ARI,TE,2024,3.5142857142857147,58
B.Wright,DET,TE,2024,3.5,59
B.Sinnott,WAS,TE,2024,3.4200000000000004,60
D.Washington,PIT,TE,2024,3.35,61
E.Saubert,SF,TE,2024,3.3375,62
M.Mayer,LV,TE,2024,3.3272727272727276,63
D.Sample,CIN,TE,2024,3.3181818181818183,64
L.Krull,DEN,TE,2024,3.2181818181818183,65
A.Trautman,DEN,TE,2024,3.2142857142857144,66
C.Heyward,PIT,TE,2024,3.2,67
S.Zylstra,DET,TE,2024,3.2,67
C.Manhertz,NYG,TE,2024,3.0,68
B.Spann-Ford,DAL,TE,2024,2.966666666666667,69
C.Stover,HOU,TE,2024,2.935714285714286,70
Q.Morris,BUF,TE,2024,2.9200000000000004,71
M.Alie-Cox,IND,TE,2024,2.725,72
M.Pruitt,PIT,TE,2024,2.6666666666666665,73
H.Long,LA,TE,2024,2.6625,74
K.Yeboah,NYJ,TE,2024,2.6166666666666667,75
D.Allen,LA,TE,2024,2.6000000000000005,76
G.Dulcich,DEN,TE,2024,2.6,77
D.Holker,NO,TE,2024,2.55,78
P.Hendershot,KC,TE,2024,2.525,79
B.Whiteheart,CLE,TE,2024,2.442857142857143,80
A.Ogletree,IND,TE,2024,2.3545454545454545,81
K.Granson,IND,TE,2024,2.3000000000000003,82
J.Ruckert,NYJ,TE,2024,2.1923076923076925,83
H.Hurst,LAC,TE,2024,2.185714285714286,84
B.Sims,GB,TE,2024,2.0500000000000003,85
J.Hill,MIA,TE,2024,2.0,86
C.Grandy,CIN,TE,2024,1.9500000000000002,87
T.Reiman,ARI,TE,2024,1.94,88
L.Farrell,JAX,TE,2024,1.8699999999999999,89
G.Swaim,CLE,TE,2024,1.7000000000000002,90
J.Shenker,LV,TE,2024,1.7000000000000002,90
J.Wiley,KC,TE,2024,1.7000000000000002,90
T.Fisk,LAC,TE,2024,1.675,91
L.Musgrave,GB,TE,2024,1.6428571428571428,92
J.Bates,WAS,TE,2024,1.5769230769230769,93
P.Brown,SEA,TE,2024,1.5625,94
J.Stoll,PHI,TE,2024,1.5,95
R.Dwelley,ATL,TE,2024,1.5,95
J.Deguara,JAX,TE,2024,1.4666666666666668,96
C.Woerner,ATL,TE,2024,1.45,97
B.Jordan,HOU,TE,2024,1.35,98
J.Bell,NE,TE,2024,1.3333333333333333,99
G.Everett,CHI,TE,2024,1.2888888888888888,100
I.Thomas,CAR,TE,2024,1.2333333333333334,101
I.Smith,HOU,TE,2024,1.2,102
J.FitzPatrick,GB,TE,2024,1.2,102
M.Lewis,CHI,TE,2024,1.2,102
D.Smythe,MIA,TE,2024,1.1,103
W.Mallory,IND,TE,2024,0.9857142857142858,104
D.Martin-Robinson,TEN,TE,2024,0.8,105
Z.Davidson,BUF,TE,2024,0.75,106
F.Franks,CAR,TE,2024,0.7333333333333334,107
E.Tomlinson,LAC,TE,2024,0.7250000000000001,108
J.Fortson,KC,TE,2024,0.5,109
B.Bates,CLE,TE,2024,0.0,110
B.Cupp,KC,TE,2024,0.0,110
B.Willis,SF,TE,2024,0.0,110
J.Matthews,CAR,TE,2024,0.0,110
S.Sullivan,CAR,TE,2024,0.0,110
J.Chase,CIN,WR,2024,23.705882352941178,1
R.Rice,KC,WR,2024,21.633333333333336,2
C.Godwin,TB,WR,2024,19.685714285714287,3
A.St. Brown,DET,WR,2024,18.77111111111111,4
T.Higgins,CIN,WR,2024,18.508333333333336,5
M.Nabers,NYG,WR,2024,18.240000000000002,6
J.Jefferson,MIN,WR,2024,18.237777777777776,7
P.Nacua,LA,WR,2024,17.876923076923077,8
D.Adams,NYJ,WR,2024,17.854545454545455,9
N.Collins,HOU,WR,2024,17.77857142857143,10
C.Lamb,DAL,WR,2024,17.560000000000002,11
M.Evans,TB,WR,2024,17.506666666666668,12
B.Thomas,JAX,WR,2024,16.705882352941178,13
D.London,ATL,WR,2024,16.51764705882353,14
L.McConkey,LAC,WR,2024,16.211764705882356,15
T.McLaurin,WAS,WR,2024,16.125,16
S.Diggs,HOU,WR,2024,15.24,17
A.Brown,PHI,WR,2024,15.129411764705882,18
D.Adams,LV,WR,2024,14.966666666666667,19
J.Smith-Njigba,SEA,WR,2024,14.882352941176471,20
C.Sutton,DEN,WR,2024,14.870588235294118,21
G.Wilson,NYJ,WR,2024,14.81764705882353,22
J.Meyers,LV,WR,2024,14.533333333333333,23
J.Jeudy,CLE,WR,2024,14.170588235294119,24
D.Smith,PHI,WR,2024,14.141176470588235,25
J.Williams,DET,WR,2024,14.075000000000001,26
J.Jennings,SF,WR,2024,14.033333333333333,27
D.Moore,CHI,WR,2024,14.005882352941176,28
A.Thielen,CAR,WR,2024,13.95,29
T.Shavers,BUF,WR,2024,13.9,30
J.Addison,MIN,WR,2024,13.65,31
R.Shaheed,NO,WR,2024,13.633333333333335,32
C.Kupp,LA,WR,2024,13.571428571428571,33
X.Worthy,KC,WR,2024,13.352631578947367,34
J.Downs,IND,WR,2024,13.014285714285714,35
T.Hill,MIA,WR,2024,12.835294117647058,36
D.Metcalf,SEA,WR,2024,12.746666666666666,37
Z.Flowers,BAL,WR,2024,12.323529411764707,38
K.Allen,CHI,WR,2024,12.293333333333333,39
G.Pickens,PIT,WR,2024,12.273333333333333,40
K.Shakir,BUF,WR,2024,12.105555555555556,41
D.Mooney,ATL,WR,2024,12.075000000000001,42
D.Johnson,CAR,WR,2024,12.042857142857143,43
T.Martin,TEN,WR,2024,11.9,44
C.Ridley,TEN,WR,2024,11.71764705882353,45
M.Harrison,ARI,WR,2024,11.558823529411764,46
J.Reed,GB,WR,2024,11.422222222222222,47
R.Bateman,BAL,WR,2024,11.200000000000001,48
D.Samuel,SF,WR,2024,11.114285714285714,49
Q.Johnston,LAC,WR,2024,10.918750000000001,50
W.Robinson,NYG,WR,2024,10.747058823529413,51
A.Lazard,NYJ,WR,2024,10.5,52
N.Westbrook-Ikhine,TEN,WR,2024,10.438461538461537,53
M.Pittman,IND,WR,2024,10.3625,54
A.Cooper,CLE,WR,2024,10.166666666666666,55
J.McMillan,TB,WR,2024,10.107142857142858,56
A.Pierce,IND,WR,2024,10.0875,57
T.Dell,HOU,WR,2024,10.0,58
M.Valdes-Scantling,NO,WR,2024,9.9875,59
J.Waddle,MIA,WR,2024,9.973333333333333,60
K.Wilkerson,LV,WR,2024,9.8,61
R.Doubs,GB,WR,2024,9.671428571428573,62
C.Olave,NO,WR,2024,9.5875,63
D.Hopkins,KC,WR,2024,9.430769230769231,64
R.Pearsall,SF,WR,2024,9.35,65
D.Douglas,NE,WR,2024,9.231250000000001,66
J.Tolbert,DAL,WR,2024,8.941176470588236,67
C.Tillman,CLE,WR,2024,8.933333333333334,68
B.Aiyuk,SF,WR,2024,8.914285714285715,69
C.Kirk,JAX,WR,2024,8.8625,70
R.Odunze,CHI,WR,2024,8.523529411764706,71
J.Coker,CAR,WR,2024,8.414545454545454,72
R.McCloud,ATL,WR,2024,8.382352941176471,73
X.Legette,CAR,WR,2024,8.34,74
K.Boutte,NE,WR,2024,8.126666666666667,75
N.Brown,WAS,WR,2024,7.845454545454547,76
J.Whittington,LA,WR,2024,7.814285714285715,77
M.Mims,DEN,WR,2024,7.811764705882354,78
M.Wilson,ARI,WR,2024,7.78125,79
D.Vele,DEN,WR,2024,7.607142857142857,80
T.Tucker,LV,WR,2024,7.605882352941177,81
C.Watson,GB,WR,2024,7.521428571428571,82
P.Washington,JAX,WR,2024,7.461538461538462,83
K.Coleman,BUF,WR,2024,7.41875,84
J.Reynolds,DEN,WR,2024,7.26,85
D.Robinson,LA,WR,2024,7.221052631578947,86
A.Cooper,BUF,WR,2024,7.18,87
J.Palmer,LAC,WR,2024,7.16,88
T.Lockett,SEA,WR,2024,7.117647058823529,89
E.Moore,CLE,WR,2024,7.111764705882353,90
O.Zaccheaus,WAS,WR,2024,7.105555555555556,91
A.Iosivas,CIN,WR,2024,7.052941176470589,92
B.Cooks,DAL,WR,2024,6.959999999999999,93
J.Nailor,MIN,WR,2024,6.956250000000001,94
K.Turpin,DAL,WR,2024,6.946666666666667,95
C.Austin,PIT,WR,2024,6.905555555555555,96
D.Slayton,NYG,WR,2024,6.875,97
N.Remigio,KC,WR,2024,6.800000000000001,98
B.Means,NO,WR,2024,6.7,99
D.Wicks,GB,WR,2024,6.466666666666667,100
C.White,SEA,WR,2024,6.4,101
D.Hopkins,TEN,WR,2024,6.383333333333333,102
T.Atwell,LA,WR,2024,6.35625,103
M.Hollins,BUF,WR,2024,6.326315789473685,104
S.Shepard,TB,WR,2024,6.176923076923076,105
A.Bachman,LV,WR,2024,6.1,106
D.Moore,CAR,WR,2024,6.078571428571429,107
D.Brown,WAS,WR,2024,6.016666666666667,108
A.Trammell,JAX,WR,2024,6.0,109
B.Ford-Wheaton,NYG,WR,2024,6.0,109
I.Smith-Marsette,NYG,WR,2024,6.0,109
G.Davis,JAX,WR,2024,5.988888888888889,110
T.Patrick,DET,WR,2024,5.9750000000000005,111
A.Smith,PHI,WR,2024,5.8999999999999995,112
K.Raymond,DET,WR,2024,5.745454545454546,113
D.Bell,CLE,WR,2024,5.7,114
J.Crowder,WAS,WR,2024,5.683333333333334,115
M.Brown,KC,WR,2024,5.62,116
T.Johnson,LA,WR,2024,5.554545454545455,117
J.Metchie,HOU,WR,2024,5.4750000000000005,118
K.Bourne,NE,WR,2024,5.425,119
K.Hodge,ATL,WR,2024,5.3500000000000005,120
G.Dortch,ARI,WR,2024,5.311764705882353,121
M.Heath,GB,WR,2024,5.283333333333334,122
C.Samuel,BUF,WR,2024,5.2823529411764705,123
T.Boyd,TEN,WR,2024,5.22,124
C.Wilson,NO,WR,2024,5.194,125
M.Hardman,KC,WR,2024,4.742857142857143,126
T.Franklin,DEN,WR,2024,4.735294117647059,127
M.Washington,MIA,WR,2024,4.733333333333333,128
D.Turner,LV,WR,2024,4.71,129
V.Jefferson,PIT,WR,2024,4.70625,130
M.Williams,PIT,WR,2024,4.7,131
J.Smith-Schuster,KC,WR,2024,4.621428571428572,132
R.Miller,TB,WR,2024,4.6,133
L.Humphrey,DEN,WR,2024,4.5928571428571425,134
D.Walker,BAL,WR,2024,4.55,135
T.Wallace,BAL,WR,2024,4.3100000000000005,136
J.Cowing,SF,WR,2024,4.233333333333333,137
M.Williams,NYJ,WR,2024,4.085714285714286,138
D.Pettis,NO,WR,2024,4.0,139
J.Watson,KC,WR,2024,3.935294117647059,140
C.Jones,CIN,WR,2024,3.75,141
P.Campbell,PHI,WR,2024,3.75,141
J.Burton,CIN,WR,2024,3.6750000000000003,142
R.Jarrett,TB,WR,2024,3.566666666666667,143
T.Palmer,TB,WR,2024,3.5200000000000005,144
J.Dotson,PHI,WR,2024,3.5124999999999997,145
N.Agholor,BAL,WR,2024,3.506666666666667,146
B.Covey,PHI,WR,2024,3.466666666666667,147
D.Davis,LAC,WR,2024,3.4333333333333336,148
R.Cracraft,MIA,WR,2024,3.4000000000000004,149
K.Austin,NO,WR,2024,3.375,150
S.Fehoko,LAC,WR,2024,3.3200000000000003,151
A.Gould,IND,WR,2024,3.3000000000000003,152
R.Woods,HOU,WR,2024,3.269230769230769,153
D.Carter,CHI,WR,2024,3.2399999999999998,154
A.Mitchell,IND,WR,2024,3.1623529411764704,155
A.Miller,BAL,WR,2024,3.1333333333333333,156
K.Osborn,NE,WR,2024,3.1166666666666667,157
B.Oliver,TEN,WR,2024,3.1000000000000005,158
D.Chark,LAC,WR,2024,3.02,159
B.Skowronek,PIT,WR,2024,2.975,160
J.Brooks,DAL,WR,2024,2.975,160
S.Miller,PIT,WR,2024,2.975,160
J.Mingo,CAR,WR,2024,2.825,161
T.Sherfield,MIN,WR,2024,2.788888888888889,162
Z.Jones,ARI,WR,2024,2.733333333333334,163
D.Johnson,HOU,WR,2024,2.7,164
M.Woods,CLE,WR,2024,2.7,164
J.Bobo,SEA,WR,2024,2.6999999999999997,165
L.McCaffrey,WAS,WR,2024,2.6769230769230767,166
M.Tipton,NO,WR,2024,2.6555555555555554,167
I.Williams,DET,WR,2024,2.6,168
R.Flournoy,DAL,WR,2024,2.6,168
J.Proche,CLE,WR,2024,2.55,169
J.Polk,NE,WR,2024,2.515384615384615,170
D.Eskridge,MIA,WR,2024,2.466666666666667,171
L.Shenault,SEA,WR,2024,2.4499999999999997,172
T.Jones,JAX,WR,2024,2.3666666666666667,173
X.Gipson,NYJ,WR,2024,2.3428571428571425,174
X.Hutchinson,HOU,WR,2024,2.33125,175
T.Conner,MIA,WR,2024,2.3,176
D.Chisena,CAR,WR,2024,2.2333333333333334,177
T.Thornton,NE,WR,2024,2.175,178
A.Dulin,IND,WR,2024,2.1333333333333333,179
J.Reagor,LAC,WR,2024,2.1,180
T.Taylor,SF,WR,2024,2.1,180
B.Melton,GB,WR,2024,2.091666666666667,181
X.Smith,LA,WR,2024,2.066666666666667,182
B.Powell,MIN,WR,2024,2.0142857142857142,183
C.Conley,SF,WR,2024,1.9428571428571428,184
D.Duvernay,JAX,WR,2024,1.9200000000000004,185
B.Johnson,PIT,WR,2024,1.9,186
K.Pryor,CIN,WR,2024,1.9,186
M.Kinsey,TEN,WR,2024,1.85,187
O.Beckham,MIA,WR,2024,1.8125,188
D.Thompkins,CAR,WR,2024,1.675,189
J.Mingo,DAL,WR,2024,1.6000000000000003,190
I.Hodgins,NYG,WR,2024,1.6,191
J.Darden,CLE,WR,2024,1.6,191
J.Ross,PHI,WR,2024,1.6,191
G.DuBose,MIA,WR,2024,1.5499999999999998,192
R.Chosen,MIA,WR,2024,1.5,193
T.Burks,TEN,WR,2024,1.5,193
T.Scott,CHI,WR,2024,1.5,193
J.Wilson,PHI,WR,2024,1.48,194
S.Sims,BAL,WR,2024,1.45,195
M.Corley,NYJ,WR,2024,1.44,196
J.Hyatt,NYG,WR,2024,1.42,197
T.Marshall,LV,WR,2024,1.42,197
R.Bell,SF,WR,2024,1.4000000000000001,198
C.Blair,ATL,WR,2024,1.35,199
C.Washington,ATL,WR,2024,1.2000000000000002,200
T.Irwin,CIN,WR,2024,1.125,201
A.Robinson,DET,WR,2024,1.0,202
M.Valdes-Scantling,BUF,WR,2024,0.9200000000000002,203
J.Thrash,CLE,WR,2024,0.8666666666666667,204
R.Keyton,LV,WR,2024,0.8500000000000001,205
B.Tremayne,WAS,WR,2024,0.8,206
C.Johnson,CHI,WR,2024,0.8,206
J.Reynolds,JAX,WR,2024,0.7000000000000001,207
J.Jackson,TEN,WR,2024,0.65,208
J.Baker,NE,WR,2024,0.55,209
D.Johnson,BAL,WR,2024,0.5333333333333333,210
K.Johnson,TB,WR,2024,0.3666666666666667,211
B.Berrios,MIA,WR,2024,0.0,212
D.Young,SEA,WR,2024,0.0,212
E.Ezukanma,MIA,WR,2024,0.0,212
I.Charles,NYJ,WR,2024,0.0,212
J.Ross,KC,WR,2024,0.0,212
J.Wayne,HOU,WR,2024,0.0,212
S.Moore,KC,WR,2024,0.0,212
S.Sims,HOU,WR,2024,0.0,212
T.Kennedy,DET,WR,2024,0.0,212
X.Weaver,ARI,WR,2024,0.0,212
J.Jackson,NO,WR,2024,-0.1,213
K.Toney,CLE,WR,2024,-0.20000000000000004,214
